stream_key,reported_at,form_url,verification,registered_form,UDA,DAPK,WT,rejected,po_total_valid,total_cast_form,reviewer_a,reviewer_b,notes,ocr_confidence,ocr_route,source_sha256,source_page
201-1002-001-01,,../data/public/elections/malava-2025/forms/uploaded/d3d5ec5bcbbc9a97.pdf#page=1,HUMAN,55,2467,,5,,72,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.237; source=data/public/elections/malava-2025/forms/037201605155819153/v1_d3d5ec5bcbbc.pdf; page=1,0.2373,QUARANTINE,d3d5ec5bcbbc9a97828593de514c268d469e0232e485043220fcbb6d8aaf96f9,1
201-1007-077-02,,../data/public/elections/malava-2025/forms/uploaded/ade857acf3eebf65.pdf#page=1,HUMAN,27,6,8,17,1,27,28,,,OCR prefill only; status=OCR_BENCHMARK_REVIEW; engine=tesseract+layout-handwriting; confidence=0.341; source=data/public/elections/malava-2025/forms/037201477494667031/v1_ade857acf3ee.pdf; page=1,0.3407,OCR_BENCHMARK_REVIEW,ade857acf3eebf656b27cffae1d4980760f5f46d285181d1c6eb4247a831f91e,1
201-1007-078-01,,../data/public/elections/malava-2025/forms/uploaded/c3b4e641e4f46523.pdf#page=1,HUMAN,22,6,,0,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.185; source=data/public/elections/malava-2025/forms/037201878918121148/v1_c3b4e641e4f4.pdf; page=1,0.1847,QUARANTINE,c3b4e641e4f4652379ef9336f1334966d56b4a1803c8a7e79f4169081185512a,1
201-1007-079-01,,../data/public/elections/malava-2025/forms/uploaded/a4ade7747be950e3.pdf#page=1,HUMAN,,27,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201453655281084/v1_a4ade7747be9.pdf; page=1,0.0802,QUARANTINE,a4ade7747be950e3a767ad5ffdf04265ca24242c11890f91e1365d0ca6862bfd,1
201-1007-079-02,,../data/public/elections/malava-2025/forms/uploaded/4610d237a62b9959.pdf#page=1,HUMAN,,6,,8,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201765678300522/v1_4610d237a62b.pdf; page=1,0.1605,QUARANTINE,4610d237a62b9959c9c8f5f61e7f01729ae77ff1a036decbf18547f3d6c7b023,1
201-1007-080-01,,../data/public/elections/malava-2025/forms/uploaded/c9ae0843b456b0ca.pdf#page=1,HUMAN,,,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract; confidence=0.115; source=data/public/elections/malava-2025/forms/037201369538484039/v1_c9ae0843b456.pdf; page=1,0.1147,QUARANTINE,c9ae0843b456b0cad756dfd6a103c62c82c2c0da963c890365d572228aac6d5c,1
201-1007-113-01,,../data/public/elections/malava-2025/forms/uploaded/a8ce38373fb6c3e7.pdf#page=1,HUMAN,,6,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract; confidence=0.334; source=data/public/elections/malava-2025/forms/037201130640867089/v1_a8ce38373fb6.pdf; page=1,0.3343,QUARANTINE,a8ce38373fb6c3e79e980b54d77e1c13af83c93049e744c26dca7bb4943546b6,1
201-1007-116-01,,../data/public/elections/malava-2025/forms/uploaded/8e3a872bf511c7c1.pdf#page=1,HUMAN,,6,,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201072099558880/v1_8e3a872bf511.pdf; page=1,0.1605,QUARANTINE,8e3a872bf511c7c19dbc05247de7528bb72c09e6a3251523ea8bf197959d9b1e,1
201-1008-082-02,,../data/public/elections/malava-2025/forms/uploaded/9d34c074e5d68557.pdf#page=1,HUMAN,,76,22,,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.166; source=data/public/elections/malava-2025/forms/037201859993444840/v1_9d34c074e5d6.pdf; page=1,0.1659,QUARANTINE,9d34c074e5d6855703c79720eb2723cbb3528f4e41790b3710f31ab8037dc9cd,1
201-1008-083-01,,../data/public/elections/malava-2025/forms/uploaded/baa267fc94022daf.pdf#page=1,HUMAN,,7,,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201739511012733/v1_baa267fc9402.pdf; page=1,0.0802,QUARANTINE,baa267fc94022daf0ecdd968b2ada547760c14529e3ae0381db2d96413765de6,1
201-1008-083-02,,../data/public/elections/malava-2025/forms/uploaded/2fa30c4343041362.pdf#page=1,HUMAN,,3,0,,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201635926319314/v1_2fa30c434304.pdf; page=1,0.2448,QUARANTINE,2fa30c4343041362062a242897d818c3857feba2b2ec19a65d71be1d907bb69a,1
201-1008-084-01,,../data/public/elections/malava-2025/forms/uploaded/ae08709138246e04.pdf#page=1,HUMAN,5,,,,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.169; source=data/public/elections/malava-2025/forms/037201093151352404/v1_ae0870913824.pdf; page=1,0.1687,QUARANTINE,ae08709138246e04e4248709be941153435266f19566f78d6984742d77d836a5,1
201-1008-084-02,,../data/public/elections/malava-2025/forms/uploaded/6d3fa131dda0c36a.pdf#page=1,HUMAN,2,,,,,12,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.080; source=data/public/elections/malava-2025/forms/037201138886524451/v1_6d3fa131dda0.pdf; page=1,0.0800,QUARANTINE,6d3fa131dda0c36abd17a46bb780a26d99ef9fa0eeae3e59f864f70b20260d89,1
201-1008-085-01,,../data/public/elections/malava-2025/forms/uploaded/331167ba2673e828.pdf#page=1,HUMAN,,6,8,24,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.210; source=data/public/elections/malava-2025/forms/037201858106540186/v1_331167ba2673.pdf; page=1,0.2105,QUARANTINE,331167ba2673e828b5d1e1a56c96146e01c7af3299653208882503fc5d77ffc4,1
201-1008-085-02,,../data/public/elections/malava-2025/forms/uploaded/6cfc645d22eba112.pdf#page=1,HUMAN,1,6,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.165; source=data/public/elections/malava-2025/forms/037201341967502450/v1_6cfc645d22eb.pdf; page=1,0.1646,QUARANTINE,6cfc645d22eba11255b3aa1999df17a1907d3f281c0fc86e0d493bc7fb0958a1,1
201-1008-086-01,,../data/public/elections/malava-2025/forms/uploaded/8f035491e21691b2.pdf#page=1,HUMAN,,57,,,6,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.115; source=data/public/elections/malava-2025/forms/037201915673958995/v1_8f035491e216.pdf; page=1,0.1145,QUARANTINE,8f035491e21691b2533010fb021d8f25604e733ecac24b15f79c5a55c0332c72,1
201-1008-086-02,,../data/public/elections/malava-2025/forms/uploaded/a070a51cacc7cede.pdf#page=1,HUMAN,,6,,,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.165; source=data/public/elections/malava-2025/forms/037201369174674087/v1_a070a51cacc7.pdf; page=1,0.1646,QUARANTINE,a070a51cacc7ceded25c453238cbfa1564b9c033566dc421610a092696b022ce,1
201-1008-087-01,,../data/public/elections/malava-2025/forms/uploaded/7080ec5db5b04858.pdf#page=1,HUMAN,,,8,,22,2,24,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.157; source=data/public/elections/malava-2025/forms/037201075622424649/v1_7080ec5db5b0.pdf; page=1,0.1574,QUARANTINE,7080ec5db5b048583691a5200e90053b655684ab3af40c3785eb3c1925b621fb,1
201-1008-087-02,,../data/public/elections/malava-2025/forms/uploaded/382d01135bc0ca6a.pdf#page=1,HUMAN,,,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.112; source=data/public/elections/malava-2025/forms/037201444086204625/v1_382d01135bc0.pdf; page=1,0.1125,QUARANTINE,382d01135bc0ca6a3a805875a928bc1fd69bf1835dd4a3f015ffc1047222ff8a,1
201-1008-088-01,,../data/public/elections/malava-2025/forms/uploaded/c158fb6dcc9144d9.pdf#page=1,HUMAN,,8,4,9,,309,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.373; source=data/public/elections/malava-2025/forms/037201857598417527/v1_c158fb6dcc91.pdf; page=1,0.3734,QUARANTINE,c158fb6dcc9144d90305906505761c50afb8840d17874089e4d119308f13f6a0,1
201-1008-090-01,,../data/public/elections/malava-2025/forms/uploaded/2dc2a8604566b437.pdf#page=1,HUMAN,,6,8,2,,7,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201319439389732/v1_2dc2a8604566.pdf; page=1,0.3250,QUARANTINE,2dc2a8604566b4373dd0e59a03cf662972796ffc4e329b990e1a9e3103e46d99,1
201-1008-090-02,,../data/public/elections/malava-2025/forms/uploaded/13c5a2aea5ccb4ca.pdf#page=1,HUMAN,,6,,2,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract; confidence=0.223; source=data/public/elections/malava-2025/forms/037201392989486929/v1_13c5a2aea5cc.pdf; page=1,0.2229,QUARANTINE,13c5a2aea5ccb4caf5c9005fd14be42b06bbd48a54015b81c0a87f22fde986b3,1
201-1008-091-02,,../data/public/elections/malava-2025/forms/uploaded/7111011244dd6974.pdf#page=1,HUMAN,,3,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201922619375440/v1_7111011244dd.pdf; page=1,0.2407,QUARANTINE,7111011244dd69740ef16ce490088c1f3c561f8178a4512e9c443c69db82ea70,1
201-1008-092-01,,../data/public/elections/malava-2025/forms/uploaded/529398fc6d1e290e.pdf#page=1,HUMAN,576,6,8,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201457207686014/v1_529398fc6d1e.pdf; page=1,0.2448,QUARANTINE,529398fc6d1e290e2bd7dc18218f72fa6d1f20529b0184960eb7124155250436,1
201-1008-092-03,,../data/public/elections/malava-2025/forms/uploaded/2fbae9bd6f6cec50.pdf#page=1,HUMAN,,73,,,,72,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.145; source=data/public/elections/malava-2025/forms/037201294868115183/v1_2fbae9bd6f6c.pdf; page=1,0.1452,QUARANTINE,2fbae9bd6f6cec5078e646d55e7a02b47bdf91b77a8d60282800b5efb31552a3,1
201-1008-094-01,,../data/public/elections/malava-2025/forms/uploaded/c7554170eb25fec0.pdf#page=1,HUMAN,2,,82070,,3,22,25,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.240; source=data/public/elections/malava-2025/forms/037201709511566334/v1_c7554170eb25.pdf; page=1,0.2403,QUARANTINE,c7554170eb25fec047b8ceaedf938373c40bca029a69fd9f06cdd4ecb25b664d,1
201-1008-094-02,,../data/public/elections/malava-2025/forms/uploaded/be6b8c2dc4bc144a.pdf#page=1,HUMAN,2,,23,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.180; source=data/public/elections/malava-2025/forms/037201963923245538/v1_be6b8c2dc4bc.pdf; page=1,0.1795,QUARANTINE,be6b8c2dc4bc144a191c10b92b48f4e8d517d031323e318c5d15d851e1c0922c,1
201-1008-095-01,,../data/public/elections/malava-2025/forms/uploaded/102b837b241a8038.pdf#page=1,HUMAN,,2,8,9,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201990382543503/v1_102b837b241a.pdf; page=1,0.2407,QUARANTINE,102b837b241a803887cb1f1e2d75cb35cba50bd5aac5fad81f1cbaa276f345a3,1
201-1008-096-01,,../data/public/elections/malava-2025/forms/uploaded/929cbfd57ee34afa.pdf#page=1,HUMAN,,,8,9,12,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.245; source=data/public/elections/malava-2025/forms/037201885001102485/v1_929cbfd57ee3.pdf; page=1,0.2448,QUARANTINE,929cbfd57ee34afa06e0a195f5735ce7920e6df1bff501c2fb7223ad28952f71,1
201-1008-096-02,,../data/public/elections/malava-2025/forms/uploaded/81f80430e629cd92.pdf#page=1,HUMAN,,,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.121; source=data/public/elections/malava-2025/forms/037201321634959898/v1_81f80430e629.pdf; page=1,0.1207,QUARANTINE,81f80430e629cd9267c095d14612cece31dad24d3559784fbcff5b4ec56818de,1
201-4007-076-01,,../data/public/elections/malava-2025/forms/uploaded/c3dd67c612eb0f15.pdf#page=1,HUMAN,,6,8,7,,4,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201826541021337/v1_c3dd67c612eb.pdf; page=1,0.3250,QUARANTINE,c3dd67c612eb0f15b6cd515a063652d53bce443c75023155221687c6e3c27f2c,1
201-P23916779-01,,../data/public/elections/malava-2025/forms/uploaded/6e80aa24aafc6cd3.pdf#page=1,HUMAN,,6,8,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201412323916779/v1_6e80aa24aafc.pdf; page=1,0.1605,QUARANTINE,6e80aa24aafc6cd32d2b09305121517459cab379e05b4b48b7b3ac9492e300fd,1
201-P25588891-01,,../data/public/elections/malava-2025/forms/uploaded/1aa9b7c7594a8567.pdf#page=1,HUMAN,,8,8,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.160; source=data/public/elections/malava-2025/forms/037201093825588891/v1_1aa9b7c7594a.pdf; page=1,0.1605,QUARANTINE,1aa9b7c7594a8567e1bf4484ed09152cfd501434dbb6a109e6c6519f1943da5e,1
201-P31940485-01,,../data/public/elections/malava-2025/forms/uploaded/237594be541479f2.pdf#page=1,HUMAN,,20177663,,6521,,771,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.225; source=data/public/elections/malava-2025/forms/037201727131940485/v1_237594be5414.pdf; page=1,0.2251,QUARANTINE,237594be541479f2ff47be64a7de04f9d274f38178acfca89ff16f10cc5a3b3b,1
201-P37428401-01,,../data/public/elections/malava-2025/forms/uploaded/f941fb010abffa8d.pdf#page=1,HUMAN,7,,,,9,3,12,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.343; source=data/public/elections/malava-2025/forms/037201539437428401/v1_f941fb010abf.pdf; page=1,0.3434,QUARANTINE,f941fb010abffa8d98073150ee9bab8779b481ad7a9003e2ebac6b6caccc86c8,1
201-P40654007-01,,../data/public/elections/malava-2025/forms/uploaded/748a25865034e60e.pdf#page=1,HUMAN,,6,,0,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.175; source=data/public/elections/malava-2025/forms/037201161940654007/v1_748a25865034.pdf; page=1,0.1747,QUARANTINE,748a25865034e60e3ef3a94e38ccf5e524a9825c519bdb99758afdb0919dec06,1
201-P41639996-02,,../data/public/elections/malava-2025/forms/uploaded/577ca516666d5e4c.pdf#page=1,HUMAN,3,9,8,0,3,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.409; source=data/public/elections/malava-2025/forms/037201683341639996/v1_577ca516666d.pdf; page=1,0.4094,QUARANTINE,577ca516666d5e4cebd0da2f00ed3d3d5de948a7ed5ec33162c8d742a7f35648,1
201-P44354900-02,,../data/public/elections/malava-2025/forms/uploaded/071afb0eb0b28c52.pdf#page=1,HUMAN,7,1,8,9,,62,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.409; source=data/public/elections/malava-2025/forms/037201630144354900/v1_071afb0eb0b2.pdf; page=1,0.4094,QUARANTINE,071afb0eb0b28c52c68e7ad8534bc7656f060a36b3de4e722f82f84d0cc0a533,1
201-P44786224-02,,../data/public/elections/malava-2025/forms/uploaded/b819904a70a38e07.pdf#page=1,HUMAN,,6,8,48,8,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201747344786224/v1_b819904a70a3.pdf; page=1,0.3250,QUARANTINE,b819904a70a38e07e9eecfdadee42bfd88b9b33017e1c610ffa32512d860e3fe,1
201-P47732351-01,,../data/public/elections/malava-2025/forms/uploaded/dd8bae7cd1559fb7.pdf#page=1,HUMAN,,993,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201237947732351/v1_dd8bae7cd155.pdf; page=1,0.2407,QUARANTINE,dd8bae7cd1559fb7ed73a30938d7517383fcac2a7b495636df4e628d3df716af,1
201-P47887560-04,,../data/public/elections/malava-2025/forms/uploaded/8277b5a983ff9031.pdf#page=1,HUMAN,32,25,8,9,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201942818317987/v1_8277b5a983ff.pdf; page=1,0.3250,QUARANTINE,8277b5a983ff9031fcb1f66f5f8cfa59299827ed3a89bc403ba862bd04dfdb71,1
201-P48233641-01,,../data/public/elections/malava-2025/forms/uploaded/528619a1be6b9c13.pdf#page=1,HUMAN,1,6,3,22,,52,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.255; source=data/public/elections/malava-2025/forms/037201703348233641/v1_528619a1be6b.pdf; page=1,0.2548,QUARANTINE,528619a1be6b9c13ab68af5b8391ae6cd92f4479f7a861708d3bd6dc0bf73da9,1
201-P61891114-02,,../data/public/elections/malava-2025/forms/uploaded/60739a95dad04f5e.pdf#page=1,HUMAN,1,16,77,19,602,7,609,,,OCR prefill only; status=OCR_BENCHMARK_REVIEW; engine=tesseract+layout-handwriting; confidence=0.578; source=data/public/elections/malava-2025/forms/037201153761891114/v1_60739a95dad0.pdf; page=1,0.5781,OCR_BENCHMARK_REVIEW,60739a95dad04f5e0a306553f5f49b7dec6cb0d44e5c4a3edfad3816de524d5f,1
201-P71489579-01,,../data/public/elections/malava-2025/forms/uploaded/a7f3c2789db062f5.pdf#page=1,HUMAN,7,,,9,222,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.165; source=data/public/elections/malava-2025/forms/037201679071489579/v1_a7f3c2789db0.pdf; page=1,0.1646,QUARANTINE,a7f3c2789db062f5d449e394eb71db1585a1f9d6dc998e0ef99caf1fbd2720e4,1
201-P74973542-01,,../data/public/elections/malava-2025/forms/uploaded/8f34ee8ce9c3420d.pdf#page=1,HUMAN,,7,8,9,,1,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.325; source=data/public/elections/malava-2025/forms/037201318274973542/v1_8f34ee8ce9c3.pdf; page=1,0.3247,QUARANTINE,8f34ee8ce9c3420d3952e84bf67a7b655c6647cfec3cd298b0abf724aff7a95b,1
201-P77171806-01,,../data/public/elections/malava-2025/forms/uploaded/1f668262200af0f0.pdf#page=1,HUMAN,,6,8,2,,2,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.271; source=data/public/elections/malava-2025/forms/037201833477171806/v1_1f668262200a.pdf; page=1,0.2707,QUARANTINE,1f668262200af0f039022590e7d1670d04abadb515a2ef960368d589840b5155,1
201-P80566276-04,,../data/public/elections/malava-2025/forms/uploaded/ac9d09ceed5d87c9.pdf#page=1,HUMAN,2,5,,,2,2,4,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.309; source=data/public/elections/malava-2025/forms/037201149088388860/v1_ac9d09ceed5d.pdf; page=1,0.3089,QUARANTINE,ac9d09ceed5d87c970aaf689434487f41cce7471cedef2bab6de22d0f1c39d12,1
201-P83835521-01,,../data/public/elections/malava-2025/forms/uploaded/60bb6986835845e7.pdf#page=1,HUMAN,,6,,,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.137; source=data/public/elections/malava-2025/forms/037201434683835521/v1_60bb69868358.pdf; page=1,0.1374,QUARANTINE,60bb6986835845e728d1e49100d5d1bcca1236f8cd7647feb24dbaf2d6f068b6,1
201-P93099160-01,,../data/public/elections/malava-2025/forms/uploaded/65856f359863c71c.pdf#page=1,HUMAN,1,6,,21,2,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.329; source=data/public/elections/malava-2025/forms/037201524593099160/v1_65856f359863.pdf; page=1,0.3291,QUARANTINE,65856f359863c71cfbc7907605cbecf2d8b26f62015c757dcdfec5303fb8195c,1
201-P96901649-01,,../data/public/elections/malava-2025/forms/uploaded/f9081ffd83473c3d.pdf#page=1,HUMAN,625,6,,,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.165; source=data/public/elections/malava-2025/forms/037201678596901649/v1_f9081ffd8347.pdf; page=1,0.1646,QUARANTINE,f9081ffd83473c3d070b8e23b7a3027ac1e98cdf51bdb31e069e7a26a23370c5,1
201-P97777075-01,,../data/public/elections/malava-2025/forms/uploaded/a28b346cd50d9a97.pdf#page=1,HUMAN,,162,8,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201389097777075/v1_a28b346cd50d.pdf; page=1,0.2407,QUARANTINE,a28b346cd50d9a97d23b39d679272e04a45ec909cdd5ad8a19bcaa6d8748661e,1
201-P99233004-01,,../data/public/elections/malava-2025/forms/uploaded/623a8f9c5281ef1d.pdf#page=1,HUMAN,,22,9,9,,,,,,OCR prefill only; status=QUARANTINE; engine=tesseract+layout-handwriting; confidence=0.241; source=data/public/elections/malava-2025/forms/037201094199233004/v1_623a8f9c5281.pdf; page=1,0.2407,QUARANTINE,623a8f9c5281ef1d016bb888c829142053d909a6afe59634bb27c0e3a3aece07,1
